0 200.00 20.62
1 240.00 17.97
2 364.24 22.57
3 418.14 18.81
4 605.70 21.75
5 727.75 19.38
6 1015.55 21.27
7 1256.48 19.74
8 1712.11 20.96
9 2158.72 19.98
10 2896.81 20.77
11 3697.38 20.13
12 4912.81 20.64
13 6320.21 20.23
14 8344.55 20.56
15 10789.94 20.30
16 14187.57 20.51
17 18405.73 20.34
18 24137.50 20.47
19 31380.52 20.36
20 41082.54 20.45
21 53483.62 20.38
22 69942.18 20.44
23 91135.39 20.39
24 119095.81 20.43
25 155271.76 20.40
26 202816.17 20.42
27 264520.09 20.41
28 345414.16 20.42
29 450608.67 20.41
30 588298.85 20.42
31 767580.77 20.41
32 1002002.89 20.42
33 1307489.16 20.41
34 1706665.52 20.42
35 2227128.64 20.41
36 2906921.56 20.42
37 3793570.18 20.41
38 4951328.43 20.41
39 6461719.63 20.41
40 8433589.00 20.41
41 11006424.80 20.41
42 14364965.84 20.41
43 18747495.23 20.41
44 24467957.06 20.41
45 31932981.71 20.41
46 41676518.57 20.41
47 54392021.71 20.41
48 70988099.81 20.41
49 92646840.63 20.41
50 120914928.62 20.41
51 157806839.43 20.41
52 205956005.77 20.41
53 268794821.65 20.41
54 350807688.93 20.41
55 457842272.47 20.41
56 597535641.37 20.41
57 779849547.13 20.41
58 1017790915.85 20.41
59 1328329215.23 20.41
60 1733617787.17 20.41
61 2262562589.83 20.41
62 2952896034.38 20.41
63 3853855836.41 20.41
64 5029710292.91 20.41
65 6564328672.56 20.41
66 8567178045.59 20.41
67 11181116300.17 20.41
68 14592598027.66 20.41
69 19044957498.53 20.41
70 24855783039.32 20.41
71 32439552030.75 20.41
72 42337214542.21 20.41
73 55254758748.14 20.41
74 72113589736.41 20.41
75 94116230517.63 20.41
76 122832120420.88 20.41
77 160309537739.21 20.41
78 209221727575.25 20.41
79 273057555774.63 20.41
80 356370395427.16 20.41
81 465102886377.77 20.41
82 607010850527.41 20.41
83 792216476892.91 20.41
84 1033930364340.36 20.41
85 1349393788922.42 20.41
86 1761108549562.64 20.41
87 2298441966772.51 20.41
88 2999721674450.89 20.41
89 3914969460645.63 20.41
90 5109469332388.89 20.41
91 6668424131751.16 20.41
92 8703033045541.17 20.41
93 11358423314869.84 20.41
94 14824002115943.85 20.41
95 19346966786578.54 20.41
96 25249937302205.86 20.41
97 32953968474085.66 20.41
98 43008583565282.66 20.41
99 56130971338125.91 20.41
100 73257142707809.80 20.41
0 300.00 17.34
1 110.00 4.80
2 218.36 23.55
3 71.31 7.81
4 84.41 15.50
0 300.00 17.34
1 110.00 4.80
2 218.36 23.55
3 71.31 7.81
4 84.41 15.50
5 46.06 11.39
6 35.96 13.04
7 24.03 12.50
8 16.87 12.58
9 11.76 12.64
10 8.15 12.56
11 5.68 12.62
12 3.95 12.59
13 2.75 12.60
14 1.91 12.60
15 1.33 12.60
16 0.92 12.60
17 0.64 12.60
18 0.45 12.60
19 0.31 12.60
20 0.22 12.60
0 300.00 17.34
1 110.00 4.80
2 218.36 23.55
3 71.31 7.81
4 84.41 15.50
5 46.06 11.39
6 35.96 13.04
7 24.03 12.50
8 16.87 12.58
9 11.76 12.64
10 8.15 12.56
11 5.68 12.62
12 3.95 12.59
13 2.75 12.60
14 1.91 12.60
15 1.33 12.60
16 0.92 12.60
17 0.64 12.60
18 0.45 12.60
19 0.31 12.60
20 0.22 12.60
